year,ID_ESTACION,GustLocalDayAvgMonth1,GustLocalDayAvgMonth2,GustLocalDayAvgMonth3,GustLocalDayAvgMonth4,GustLocalDayAvgMonth5,GustLocalDayAvgMonth6,MSLPLocalDayAvgMonth1,MSLPLocalDayAvgMonth2,MSLPLocalDayAvgMonth3,MSLPLocalDayAvgMonth4,MSLPLocalDayAvgMonth5,MSLPLocalDayAvgMonth6,RelativeHumidityLocalDayAvgMonth1,RelativeHumidityLocalDayAvgMonth2,RelativeHumidityLocalDayAvgMonth3,RelativeHumidityLocalDayAvgMonth4,RelativeHumidityLocalDayAvgMonth5,RelativeHumidityLocalDayAvgMonth6,UVIndexLocalDayAvgMonth1,UVIndexLocalDayAvgMonth2,UVIndexLocalDayAvgMonth3,UVIndexLocalDayAvgMonth4,UVIndexLocalDayAvgMonth5,UVIndexLocalDayAvgMonth6,VisibilityLocalDayAvgMonth1,VisibilityLocalDayAvgMonth2,VisibilityLocalDayAvgMonth3,VisibilityLocalDayAvgMonth4,VisibilityLocalDayAvgMonth5,VisibilityLocalDayAvgMonth6,WindSpeedLocalDayAvgMonth1,WindSpeedLocalDayAvgMonth2,WindSpeedLocalDayAvgMonth3,WindSpeedLocalDayAvgMonth4,WindSpeedLocalDayAvgMonth5,WindSpeedLocalDayAvgMonth6,TemperatureLocalAfternoonAvgMonth1,TemperatureLocalAfternoonAvgMonth2,TemperatureLocalAfternoonAvgMonth3,TemperatureLocalAfternoonAvgMonth4,TemperatureLocalAfternoonAvgMonth5,TemperatureLocalAfternoonAvgMonth6,TemperatureLocalOvernightAvgMonth1,TemperatureLocalOvernightAvgMonth2,TemperatureLocalOvernightAvgMonth3,TemperatureLocalOvernightAvgMonth4,TemperatureLocalOvernightAvgMonth5,TemperatureLocalOvernightAvgMonth6,TemperatureLocalDayAvgMonth1,TemperatureLocalDayAvgMonth2,TemperatureLocalDayAvgMonth3,TemperatureLocalDayAvgMonth4,TemperatureLocalDayAvgMonth5,TemperatureLocalDayAvgMonth6,TotalPrecipAmountLocalDaytimeMonth1,TotalPrecipAmountLocalDaytimeMonth2,TotalPrecipAmountLocalDaytimeMonth3,TotalPrecipAmountLocalDaytimeMonth4,TotalPrecipAmountLocalDaytimeMonth5,TotalPrecipAmountLocalDaytimeMonth6,TotalPrecipAmountLocalNighttimeMonth1,TotalPrecipAmountLocalNighttimeMonth2,TotalPrecipAmountLocalNighttimeMonth3,TotalPrecipAmountLocalNighttimeMonth4,TotalPrecipAmountLocalNighttimeMonth5,TotalPrecipAmountLocalNighttimeMonth6,TotalSnowAmountLocalDaytimeMonth1,TotalSnowAmountLocalDaytimeMonth2,TotalSnowAmountLocalDaytimeMonth3,TotalSnowAmountLocalDaytimeMonth4,TotalSnowAmountLocalDaytimeMonth5,TotalSnowAmountLocalDaytimeMonth6,TotalSnowAmountLocalNighttimeMonth1,TotalSnowAmountLocalNighttimeMonth2,TotalSnowAmountLocalNighttimeMonth3,TotalSnowAmountLocalNighttimeMonth4,TotalSnowAmountLocalNighttimeMonth5,TotalSnowAmountLocalNighttimeMonth6
2015,0,8.734144183989384,8.812869713102632,8.413795676165202,8.085149059623848,8.106904761904762,5.9,102201.82580645163,102146.6157635468,101755.80645161292,101428.20666666665,101617.30322580645,101532.44666666666,67.63548387096775,66.56323011963407,68.4069124423963,70.65333333333334,61.864055299539174,42.6,0.40322580645161293,0.6175932441942295,1.038709677419355,1.5400000000000003,2.1345622119815664,1.45,12703.95391705069,12566.766889514427,12205.018433179723,12427.885714285714,13459.718894009216,16093.0,2.8032258064516133,2.6815446868402537,3.1032258064516136,2.6557142857142857,2.3433179723502304,3.35,285.2027649769585,287.347466572836,287.95391705069125,289.93809523809523,295.82027649769583,308.0,279.0,280.1593947923997,281.1336405529954,283.1761904761905,286.7004608294931,292.5,281.3640552995392,283.18420126671356,284.1612903225806,286.14285714285717,290.9769585253456,301.0,40.800000000000004,12.514285714285714,55.02857142857142,45.25714285714286,20.22857142857143,0.0,33.6,9.942857142857141,41.65714285714286,54.51428571428572,11.828571428571427,0.0,0.01542857142857143,0.0051428571428571435,0.0,0.0,0.0,0.0,0.017142857142857144,0.0017142857142857144,0.0,0.0,0.0,0.0
2015,1,9.463467962942753,8.959330193615907,8.781305826678496,8.496609905402474,8.57549973835688,6.25,102234.05806451614,102167.0315270936,101762.08387096775,101431.5,101629.07096774194,101553.19333333333,72.75161290322582,69.21409218859958,69.56175115207374,70.14380952380951,59.818894009216585,36.65,0.40276497695852537,0.6257389162561576,1.0382488479262673,1.5457142857142858,2.140552995391705,1.6,12317.718894009216,12307.26724137931,12143.718894009216,12397.980952380953,13268.26267281106,16093.0,3.8069124423963134,3.630401125967629,4.088940092165899,3.526666666666667,3.1267281105990783,3.85,283.07834101382485,285.7566854327938,286.4377880184332,288.8619047619048,295.1290322580645,307.5,276.3640552995392,277.8054187192118,278.96313364055294,281.252380952381,285.00460829493085,293.5,278.89861751152074,281.08497536945816,282.2350230414747,284.59999999999997,289.7281105990783,302.0,25.542857142857144,11.314285714285715,42.857142857142854,44.228571428571435,23.657142857142862,0.0,16.62857142857143,10.114285714285714,35.82857142857143,51.94285714285714,24.514285714285712,0.0,0.06,0.012,0.0,0.0,0.0,0.0,0.025714285714285717,0.003428571428571429,0.0,0.003428571428571429,0.0,0.0
2015,2,9.01295321637427,8.943690476190474,8.489353265781837,8.272117604617604,8.052494331065759,0.0,102230.34838709678,102165.75137931036,101763.43870967742,101439.94933333332,101615.4329032258,101532.83600000001,69.86451612903225,66.94639338494018,67.13364055299539,68.1547619047619,59.887096774193544,41.05,0.41658986175115204,0.6424876847290639,1.0677419354838709,1.5785714285714287,2.165437788018433,1.5,12708.397235023042,12722.139813511612,12670.048847926268,12872.933809523809,13692.43548387097,16093.0,2.9714285714285715,2.835256861365236,3.2336405529953915,2.8814285714285717,2.624884792626728,3.35,285.7308755760369,288.31069669247006,289.02903225806455,291.1638095238095,296.84331797235023,307.85,277.9493087557604,279.45168895144263,280.6663594470046,282.91476190476186,286.22396313364055,292.6,280.9382488479263,283.12547501759326,284.3400921658986,286.5652380952381,291.2972350230415,301.65,20.74285714285714,5.142857142857143,43.028571428571425,38.91428571428572,14.057142857142859,0.0,19.2,3.4285714285714284,31.2,46.114285714285714,17.65714285714286,0.0,0.013714285714285715,0.0,0.0,0.0,0.0,0.0,0.0017142857142857144,0.0,0.0,0.0,0.0,0.0
2015,3,9.285132426176213,9.06155808477237,8.659366547367856,8.484520474856609,8.161767399267399,6.3,102213.03225806452,102157.90000000001,101758.68387096774,101429.60666666666,101625.83225806452,101547.06666666668,71.02027649769586,69.20937719915553,70.02580645161291,71.44428571428571,62.09769585253457,38.900000000000006,0.4018433179723503,0.621622097114708,1.0368663594470047,1.5423809523809524,2.137327188940092,1.5,12500.746543778801,12391.164672765657,12075.276497695853,12384.461904761905,13293.400921658987,16093.0,3.608755760368663,3.4329697396199856,3.8903225806451616,3.3276190476190477,2.907834101382488,3.65,284.2672811059908,286.6537649542576,287.2857142857143,289.4857142857143,295.63133640552996,308.0,277.6728110599078,279.01442646023924,280.09677419354836,282.252380952381,285.84331797235023,293.0,280.15668202764977,282.13494018296973,283.2396313364055,285.42380952380955,290.38248847926263,302.0,31.54285714285714,8.742857142857144,44.74285714285714,35.48571428571428,16.97142857142857,0.0,25.885714285714293,8.22857142857143,38.05714285714286,43.02857142857143,16.114285714285714,0.0,0.05828571428571429,0.003428571428571429,0.0,0.0,0.0,0.0,0.022285714285714287,0.0017142857142857144,0.0,0.0,0.0,0.0
2015,4,9.367828771061852,9.012927786499215,8.652893217893219,8.434648859543818,8.249764521193091,6.0,102229.5335483871,102164.9135221675,101770.68129032258,101446.42666666665,101620.98322580646,101541.87133333334,70.35023041474655,67.81089021815623,68.13225806451614,68.75380952380952,59.32764976958526,37.099999999999994,0.41105990783410135,0.6313159746657284,1.056221198156682,1.562857142857143,2.1511520737327188,1.5,12605.384331797237,12518.671217452498,12333.944700460828,12669.560476190478,13506.27465437788,16093.0,3.793548387096774,3.5734693877551016,4.053456221198156,3.5004761904761907,3.0557603686635946,3.85,284.4764976958525,287.0664672765658,287.75299539170504,290.0938095238095,296.19861751152075,308.0,277.3718894009216,278.6854679802956,279.9216589861751,282.1747619047619,285.7529953917051,292.54999999999995,280.0557603686636,282.13196692470086,283.35299539170506,285.6433333333334,290.63963133640556,302.15,22.8,7.542857142857143,45.25714285714286,37.371428571428574,12.0,0.0,18.514285714285712,8.914285714285713,37.542857142857144,43.542857142857144,23.82857142857143,0.0,0.03257142857142857,0.0017142857142857144,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0
2015,5,9.010442176870749,9.009233766233766,8.46858634681943,8.341916766706683,8.031029684601112,5.8,102211.41290322582,102156.64408866994,101757.70322580646,101428.82666666666,101621.87096774194,101539.37333333334,70.6110599078341,69.18624208304011,70.01013824884792,71.82904761904761,62.74884792626728,43.2,0.4046082949308755,0.6221323011963406,1.0414746543778803,1.5433333333333332,2.1377880184331794,1.45,12570.552995391705,12443.0109078114,12141.52995391705,12380.885714285714,13330.870967741936,16093.0,3.092626728110599,3.006562280084448,3.5142857142857147,3.013333333333333,2.6391705069124427,3.5,284.5668202764977,286.8569669247009,287.4700460829493,289.552380952381,295.6129032258064,309.0,277.57142857142856,278.8590781140042,280.0599078341014,282.14761904761906,285.58986175115206,291.0,280.24423963133637,282.1820900774103,283.2903225806452,285.40476190476187,290.31797235023043,301.0,33.08571428571428,9.942857142857141,47.65714285714285,35.65714285714286,17.142857142857146,0.0,27.942857142857147,8.571428571428571,36.00000000000001,46.628571428571426,15.428571428571429,0.0,0.03942857142857143,0.0051428571428571435,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0
2015,6,9.244672232529377,9.152231807874662,8.741589002267574,8.65579126387397,8.60485902985903,6.449999999999999,102229.4258064516,102166.14655172414,101766.76129032257,101434.94666666667,101632.88387096775,101557.64666666667,72.99539170506912,69.70740675580576,70.17557603686636,71.23238095238095,61.21935483870967,36.45,0.3944700460829493,0.6090253342716397,1.0262672811059907,1.5247619047619048,2.1225806451612903,1.45,12199.119815668204,12165.669598874034,11922.74193548387,12193.2,13088.317972350229,16093.0,3.4179723502304147,3.3324419422941594,3.7502304147465435,3.2195238095238095,2.8755760368663594,3.9000000000000004,283.5483870967742,286.31703026037997,286.93087557603684,289.3666666666666,295.6451612903226,308.0,276.6958525345622,278.25932441942297,279.4423963133641,281.7,285.35483870967744,293.5,279.31336405529953,281.5432793807178,282.7603686635945,285.04285714285714,290.15668202764977,302.0,34.457142857142856,13.200000000000001,52.285714285714285,49.542857142857144,26.400000000000002,0.0,21.77142857142857,10.457142857142857,43.885714285714286,56.05714285714286,27.25714285714286,0.0,0.06514285714285714,0.006857142857142858,0.0,0.0,0.0,0.0,0.02742857142857143,0.0017142857142857144,0.0,0.0017142857142857144,0.0,0.0
2015,7,9.120568833594044,8.828772893772895,8.518661270080035,8.389184006936107,8.1703663003663,6.05,102219.49870967741,102161.92241379309,101772.91935483871,101448.77,101622.69870967742,101541.80066666666,70.2069124423963,68.44558409570725,69.27511520737326,70.76,61.73271889400922,41.3,0.4059907834101382,0.625158339197748,1.0400921658986175,1.55,2.1437788018433177,1.5,12553.084331797236,12447.18284658691,12150.067281105992,12441.327619047619,13336.532258064515,16093.0,3.3225806451612905,3.2017241379310346,3.695852534562212,3.1766666666666663,2.7861751152073735,3.55,284.85760368663597,287.27394440534835,287.8838709677419,290.05619047619047,296.1290322580645,308.15,277.75299539170504,279.1105911330049,280.2502304147465,282.3695238095238,285.7861751152074,291.70000000000005,280.4506912442397,282.46792751583394,283.5884792626728,285.7442857142857,290.6447004608295,301.29999999999995,29.485714285714288,7.542857142857144,45.08571428571428,34.114285714285714,16.97142857142857,0.0,26.228571428571428,7.542857142857144,36.0,45.42857142857143,14.399999999999997,0.0,0.03428571428571429,0.0017142857142857144,0.0,0.0,0.0,0.0,0.013714285714285715,0.0,0.0,0.0,0.0,0.0
2015,8,9.242871935959739,9.125488226059653,8.778510263754626,8.502982087571871,8.335238095238095,6.15,102219.56129032257,102161.31576354678,101759.74193548388,101430.27333333333,101628.65161290322,101551.68666666668,71.68064516129031,69.38467628430682,69.91751152073734,71.03761904761906,61.43087557603686,37.35,0.40276497695852537,0.6206368754398311,1.0391705069124426,1.5461904761904763,2.136405529953917,1.5,12419.806451612905,12328.827234342012,12059.290322580646,12369.695238095239,13292.25806451613,16093.0,3.6857142857142855,3.531439127375088,3.97926267281106,3.4076190476190473,2.993087557603687,3.7,283.96774193548384,286.46305418719214,287.13364055299536,289.4428571428571,295.5668202764977,308.0,277.2119815668203,278.59887403237155,279.7465437788018,281.96190476190475,285.4746543778802,293.5,279.7603686635945,281.8573187895848,282.9815668202765,285.20476190476194,290.2304147465438,302.0,29.828571428571422,8.057142857142859,39.25714285714285,33.771428571428565,13.714285714285714,0.0,21.771428571428572,7.542857142857144,35.65714285714286,39.94285714285714,16.457142857142856,0.0,0.05657142857142857,0.0,0.0,0.0,0.0,0.0,0.020571428571428574,0.0017142857142857144,0.0,0.0,0.0,0.0
2015,9,9.018661236424395,9.040364201016375,8.44695125259035,8.216003067893823,7.984523809523809,6.5,102210.9058064516,102156.84830049261,101772.05032258065,101449.27066666668,101620.38903225806,101537.84866666667,69.32672811059908,67.89707952146375,68.93087557603687,70.86999999999999,62.25345622119816,43.35,0.40276497695852537,0.6175932441942295,1.035483870967742,1.5366666666666668,2.134101382488479,1.45,12631.3866359447,12462.789655172412,12144.063594470046,12366.610476190475,13312.260368663596,16093.0,3.147926267281106,3.0203026038001406,3.493548387096774,2.986666666666667,2.6124423963133645,3.4000000000000004,285.21244239631335,287.5117874736101,288.15714285714284,290.2247619047619,296.24608294930874,307.54999999999995,278.26589861751154,279.63712174524983,280.710599078341,282.75047619047615,286.15391705069123,292.4,280.91843317972354,282.88859957776214,283.9700460829493,286.0366666666667,290.8751152073733,300.95,34.800000000000004,10.8,46.97142857142858,35.142857142857146,17.485714285714288,0.0,29.142857142857142,8.914285714285715,37.885714285714286,45.25714285714286,14.571428571428571,0.0,0.02228571428571428,0.0017142857142857144,0.0,0.0,0.0,0.0,0.010285714285714287,0.0,0.0,0.0,0.0,0.0
