ID_ESTACION,year,temp_avg_daytime_month_1,temp_avg_daytime_month_2,temp_avg_daytime_month_3,temp_avg_daytime_month_4,temp_avg_daytime_month_5,temp_avg_daytime_month_6,temp_max_daytime_month_1,temp_max_daytime_month_2,temp_max_daytime_month_3,temp_max_daytime_month_4,temp_max_daytime_month_5,temp_max_daytime_month_6,temp_avg_nighttime_month_1,temp_avg_nighttime_month_2,temp_avg_nighttime_month_3,temp_avg_nighttime_month_4,temp_avg_nighttime_month_5,temp_avg_nighttime_month_6,temp_min_nighttime_month_1,temp_min_nighttime_month_2,temp_min_nighttime_month_3,temp_min_nighttime_month_4,temp_min_nighttime_month_5,temp_min_nighttime_month_6,MeanLightHours_month_1,MeanLightHours_month_2,MeanLightHours_month_3,MeanLightHours_month_4,MeanLightHours_month_5,MeanLightHours_month_6
0,2015,12.424239631336405,14.480919540229886,15.021966205837174,16.98097619047619,22.924358678955453,35.019999999999996,19.345714285714287,20.41714285714286,23.47142857142857,24.247857142857146,29.128571428571426,35.019999999999996,12.424239631336405,14.480919540229886,15.021966205837174,16.98097619047619,22.924358678955453,35.019999999999996,5.574285714285714,8.58,6.54,8.767857142857142,14.442857142857141,35.019999999999996,6.258064516129032,7.126143560872625,8.755760368663594,9.785714285714286,10.903225806451614,6.5
0,2016,14.490322580645161,14.286436781609195,15.43037634408602,18.159,22.291290322580643,28.708000000000002,19.619999999999997,20.46,23.839999999999996,23.875,28.8,34.1,14.490322580645161,14.286436781609195,15.43037634408602,18.159,22.291290322580643,28.708000000000002,9.0,6.720000000000001,5.2,9.774999999999999,14.559999999999999,22.24,6.064516129032258,7.0,8.580645161290322,9.6,10.709677419354838,11.633333333333333
0,2017,10.352903225806452,13.347142857142858,17.371774193548386,18.573833333333333,23.53083333333333,29.396833333333333,16.46,16.94,27.46,26.139999999999997,29.419999999999998,34.54,10.352903225806452,13.347142857142858,17.371774193548386,18.573833333333333,23.53083333333333,29.396833333333333,2.08,10.02,7.42,7.76,16.759999999999998,21.46,6.129032258064516,7.142857142857143,8.774193548387096,9.866666666666667,10.870967741935484,11.866666666666667
0,2018,13.270967741935483,10.545714285714284,14.30258064516129,17.328666666666667,21.391612903225806,26.746,20.98,18.46,23.32,22.8,25.68,31.839999999999996,13.270967741935483,10.545714285714284,14.30258064516129,17.328666666666667,21.391612903225806,26.746,7.94,3.8200000000000003,8.06,7.44,15.5,18.48,6.32258064516129,7.142857142857143,8.870967741935484,9.8,10.903225806451612,11.833333333333334
0,2019,12.526451612903225,14.977142857142857,17.103225806451615,16.106,21.907096774193548,27.212666666666667,17.02,21.82,23.98,24.84,27.380000000000003,36.14,12.526451612903225,14.977142857142857,17.103225806451615,16.106,21.907096774193548,27.212666666666667,7.24,8.559999999999999,9.2,9.78,15.459999999999999,18.98,6.451612903225806,7.142857142857143,8.96774193548387,9.766666666666667,10.935483870967742,11.7
0,2020,12.003870967741936,17.759999999999998,14.398709677419355,16.987333333333332,23.894193548387097,27.02755555555556,17.080000000000002,22.660000000000004,25.76,22.52,30.119999999999997,32.18,12.003870967741936,17.759999999999998,14.398709677419355,16.987333333333332,23.894193548387097,27.02755555555556,4.0,10.42,5.92,12.18,15.16,17.46,6.258064516129032,7.275862068965517,8.870967741935484,9.866666666666667,11.03225806451613,11.766666666666667
0,2021,11.583870967741936,15.03357142857143,14.509032258064517,15.967333333333332,22.822580645161292,26.669333333333334,23.380000000000003,18.84,21.34,24.22,30.919999999999998,31.7,11.583870967741936,15.03357142857143,14.509032258064517,15.967333333333332,22.822580645161292,26.669333333333334,2.2399999999999998,11.08,2.6,8.64,12.540000000000001,18.7,6.290322580645161,7.035714285714286,8.67741935483871,9.766666666666667,10.935483870967742,11.733333333333333
0,2022,12.741290322580646,15.416428571428572,12.038064516129033,15.744666666666667,24.63290322580645,30.950666666666667,20.880000000000003,23.740000000000002,18.6,25.34,31.580000000000002,36.94,12.741290322580646,15.416428571428572,12.038064516129033,15.744666666666667,24.63290322580645,30.950666666666667,6.5200000000000005,9.440000000000001,7.38,5.8,11.120000000000001,24.419999999999998,6.290322580645161,7.142857142857143,8.548387096774194,9.833333333333334,10.935483870967742,11.9
1,2015,10.271935483870967,12.853249178981937,13.49695084485407,15.946166666666667,22.22073579109063,34.720000000000006,16.845714285714287,18.959999999999997,22.482857142857142,22.868571428571425,28.662857142857142,34.720000000000006,10.271935483870967,12.853249178981937,13.49695084485407,15.946166666666667,22.22073579109063,34.720000000000006,3.6399999999999997,6.725714285714285,4.652857142857143,7.1778571428571425,13.567857142857141,34.720000000000006,6.317972350230415,7.131597466572836,8.714285714285714,9.795238095238094,10.87557603686636,6.5
1,2016,12.410000000000002,12.188045977011495,13.519462365591398,16.965333333333334,20.948387096774194,28.216,17.740000000000002,17.939999999999998,23.02,22.7,29.18,34.980000000000004,12.410000000000002,12.188045977011495,13.519462365591398,16.965333333333334,20.948387096774194,28.216,6.659999999999999,5.26,3.08,8.825,13.419999999999998,20.240000000000002,6.096774193548387,6.862068965517241,8.387096774193548,9.533333333333333,10.64516129032258,11.533333333333333
1,2017,8.456129032258064,11.946250000000001,16.061774193548384,18.165833333333335,23.724666666666668,29.973166666666668,14.559999999999999,16.419999999999998,26.32,25.54,29.68,36.44,8.456129032258064,11.946250000000001,16.061774193548384,18.165833333333335,23.724666666666668,29.973166666666668,-0.72,8.14,3.8499999999999996,6.959999999999999,16.7,20.880000000000003,6.258064516129032,7.214285714285714,8.774193548387096,9.866666666666667,10.903225806451612,11.633333333333333
1,2018,10.911612903225807,9.05642857142857,11.949677419354838,16.47533333333333,20.15741935483871,26.017999999999997,17.56,15.679999999999998,21.46,23.259999999999998,24.8,32.68,10.911612903225807,9.05642857142857,11.949677419354838,16.47533333333333,20.15741935483871,26.017999999999997,6.4799999999999995,2.38,5.12,5.58,14.540000000000001,15.62,6.354838709677419,7.142857142857143,8.741935483870968,9.866666666666667,10.870967741935484,11.6
1,2019,10.383225806451613,13.766428571428571,16.051612903225806,14.612666666666666,21.89290322580645,27.477333333333334,14.559999999999999,21.259999999999998,23.18,22.54,27.060000000000002,35.82,10.383225806451613,13.766428571428571,16.051612903225806,14.612666666666666,21.89290322580645,27.477333333333334,5.6,5.88,7.94,7.359999999999999,15.52,19.86,6.548387096774194,7.214285714285714,8.903225806451612,9.866666666666667,10.935483870967742,11.566666666666666
1,2020,10.421935483870968,15.763448275862068,13.090967741935483,16.402,23.193387096774195,27.419777777777778,14.36,21.34,26.060000000000002,20.02,30.52,33.22,10.421935483870968,15.763448275862068,13.090967741935483,16.402,23.193387096774195,27.419777777777778,0.96,9.22,3.1399999999999997,10.4,13.675,17.633333333333333,6.258064516129032,7.344827586206897,8.838709677419354,9.966666666666667,10.935483870967742,11.666666666666666
1,2021,8.192903225806452,13.342142857142857,13.227741935483872,14.735999999999999,21.443870967741937,25.724666666666668,19.580000000000002,18.7,20.3,22.119999999999997,28.660000000000004,30.380000000000003,8.192903225806452,13.342142857142857,13.227741935483872,14.735999999999999,21.443870967741937,25.724666666666668,0.3,8.14,3.4,7.5,10.86,18.3,6.32258064516129,7.035714285714286,8.67741935483871,9.666666666666666,10.935483870967742,11.6
1,2022,11.12774193548387,13.91,10.577419354838709,14.266,24.184516129032257,30.69,19.56,21.38,17.04,23.9,30.74,36.42,11.12774193548387,13.91,10.577419354838709,14.266,24.184516129032257,30.69,6.2,8.059999999999999,6.04,3.62,10.26,24.32,6.387096774193548,7.107142857142857,8.67741935483871,9.8,10.903225806451612,11.7
2,2015,13.010368663594468,15.52961089608257,16.167073732718897,18.162142857142857,23.81805376344086,35.44,19.7,21.12857142857143,24.240000000000002,25.03142857142857,30.21142857142857,35.44,13.010368663594468,15.52961089608257,16.167073732718897,18.162142857142857,23.81805376344086,35.44,6.505714285714286,9.602857142857143,7.6049999999999995,9.964285714285714,15.406428571428572,35.44,6.382488479262672,7.192118226600985,8.774193548387096,9.838095238095239,10.903225806451612,6.5
2,2016,14.651935483870966,15.002183908045977,16.076290322580647,19.362666666666666,22.754677419354838,29.73,19.78,20.3,24.02,24.16,29.580000000000002,34.440000000000005,14.651935483870966,15.002183908045977,16.076290322580647,19.362666666666666,22.754677419354838,29.73,9.72,7.6,5.319999999999999,10.649999999999999,13.16,22.98,6.129032258064516,7.0,8.548387096774194,9.666666666666666,10.709677419354838,11.666666666666666
2,2017,10.894193548387095,14.610535714285716,18.015806451612903,19.574333333333335,24.987666666666666,30.600833333333334,16.74,18.080000000000002,27.96,26.139999999999997,29.839999999999996,35.5,10.894193548387095,14.610535714285716,18.015806451612903,19.574333333333335,24.987666666666666,30.600833333333334,1.56,10.6,7.875,9.68,18.380000000000003,23.419999999999998,6.32258064516129,7.214285714285714,8.806451612903226,9.866666666666667,10.935483870967742,11.8
