9498|439|9|2|0|0|1.08|3057.8658077452974
8923|447|40|2|0|1|0.4694|2701.7995771212345
8602|523|32|2|0|1|0.6478|2435.7944763964024
9242|702|59|2|0|1|1.1331|11848.67394852944
8750|797|59|1|0|1|7.5143|14190.912751800006
8751|797|68|1|0|0|2.3854|9327.183447403611
9314|812|68|1|0|0|0.5741|4178.289625960259
8827|917|59|1|0|1|1.2795|2995.0253604661334
8553|966|32|2|0|1|0.6647|1631.898032497651
9465|1022|17|2|0|1|0.4694|2959.521173676651
9430|1133|17|2|0|1|0.0969|6312.852057132633
8735|1142|59|1|0|1|0.85|1132.6340218786008
9195|1190|59|2|0|1|2.4615|11527.685656387552
9471|1270|9|2|0|0|2.48|7972.099442572151
9472|1270|94|2|0|0|0.37|4004.7836767035637
8548|1554|32|2|0|1|0.0646|7752.915028484238
8547|1592|32|2|0|1|3.6637|6812.860080120382
8811|1777|59|1|0|1|0.2944|385.3573644796335
8785|2083|15|2|0|1|2.7954|12141.05487772502
8787|2083|26|2|0|1|8.089|18169.995416955553
8786|2083|52|2|0|1|3.3068|11631.888288115822
8784|2083|59|1|0|1|7.944|11796.959853484488
9178|2360|59|2|0|1|6.2374|19781.992829901883
9290|2486|68|1|0|0|1.3553|9108.808503160759
9508|2584|52|1|0|1|0.9767|3312.8085561200605
9569|2716|26|2|0|1|3.757|18265.207196005435
9160|2821|59|2|0|1|3.1242|18060.80819422657
9536|2874|87|1|0|0|0.12|632.5212069666119
8745|2891|59|1|0|1|0.4741|4747.645312469032
9110|2913|52|2|0|1|1.331|10053.948266702304
8618|2916|17|1|0|1|3.728|7053.982809107949
8616|2916|32|2|0|1|2.26|9484.65303686789
8617|2916|59|2|0|1|1.26|7582.375753519184
9390|3014|17|1|0|1|0.4181|604.6616952296838
8800|3032|59|1|0|1|0.2199|442.80344584904094
9321|3091|81|1|0|1|3.91|16825.238075293233
9304|3316|68|1|0|0|0.6748|979.332990328355
8832|3494|59|1|0|1|0.2232|805.3151755508592
8746|3555|59|1|0|1|2.45|12676.28772975105
8951|3643|40|2|0|1|1.2752|8325.437634018588
8844|3710|59|1|0|1|0.5372|1273.9507114607336
9382|3931|17|1|0|1|1.2231|3791.703967400502
8532|4024|15|2|0|1|0.6622|11590.297208732814
8530|4024|32|2|0|1|21.11|64890.15820192951
8531|4024|40|2|0|1|18.1746|29389.078607817424
8534|4024|52|2|0|1|8.0726|24905.835022085845
8535|4024|59|2|0|1|1.122|9577.706818847724
8536|4024|81|2|0|1|13.86|29873.34340944693
8533|4024|87|2|0|0|11.9238|47759.306635490146
9448|4052|17|2|0|1|4.68|14648.945667386846
9475|4377|9|2|0|0|1.781|6614.9582976741485
8666|4926|32|2|0|1|1.18|6106.290347501731
8991|4990|15|2|0|1|1.5077|9701.228413438776
9180|5062|9|2|0|0|0.0267|924.657878807367
9179|5062|59|2|0|1|0.0531|850.3623576115074
9103|5142|17|2|0|1|0.3247|1587.5169459690767
9101|5142|52|2|0|1|0.7263|2737.6033656495842
9102|5142|59|2|0|1|0.5946|1707.092960914325
8912|5377|40|2|0|1|1.6499|4610.354287005572
8921|5380|40|2|0|1|1.28|6223.947507372686
9333|5462|81|1|0|1|0.4257|1402.8765089035735
8987|5498|15|2|0|1|1.1028|7057.0150165831965
8988|5498|23|2|0|1|0.91|5265.634349559504
9222|5548|59|2|0|1|0.2809|2186.5928320445305
8810|5638|59|1|0|1|0.49|624.7603084656066
8718|5696|59|1|0|1|7.62|8951.53850361751
8911|5760|40|2|0|1|1.1759|6754.130960438525
9574|5844|26|2|0|1|1.81|11643.291428234139
8996|5897|15|2|0|1|2.1251|14309.488500202173
9138|6132|52|2|0|1|0.11|396.7929470868735
9403|6307|17|1|0|1|1.176|5695.583900879266
9518|6454|94|2|0|0|4.7932|23505.009877705317
8836|6732|59|1|0|1|0.1649|348.7267344552784
9177|6950|59|2|0|1|0.0304|964.8994564848821
9504|7104|9|2|0|0|0.5047|3131.7368596047827
8577|8269|32|2|0|1|1.54|11404.028937222318
9566|8623|26|2|0|1|0.57|2853.6370452883966
9558|8690|43|2|0|0|0.5042|3158.710708891814
8651|8954|32|2|0|1|0.76|3672.496712748833
9459|8982|17|2|0|1|0.6629|3319.392884288781
9214|8986|59|2|0|1|0.3962|1831.7752587670984
9200|9006|59|2|0|1|1.43|4924.366766693651
9112|9086|26|2|0|1|0.78|5593.876475910526
9111|9086|52|2|0|1|0.78|5463.268872960994
9482|9158|9|2|0|0|2.06|7520.329336855952
9212|9209|59|2|0|1|0.6762|2885.773018944879
8998|9270|15|2|0|1|3.3018|18965.01789251865
8999|9270|94|2|0|0|1.1171|10672.866100362085
9287|9474|68|1|0|0|0.146|522.9344004812407
8815|9594|59|1|0|1|0.1325|636.4031159084891
9341|9609|17|1|0|1|0.8|2790.828758607433
9586|9613|55|2|0|1|2.36|10208.950562279615
9578|9925|26|2|0|1|4.8852|22458.183329109153
8710|9944|17|2|0|1|1.911|9029.117631011726
8709|9944|32|2|0|1|0.9|5335.2856190955
9533|10091|87|1|0|0|0.5145|4126.659647354869
9228|10117|59|2|0|1|0.406|3764.653732133889
9435|10133|17|2|0|1|0.9137|2582.3331920781084
9183|10376|9|2|0|0|9.8|23932.767196182533
9182|10376|59|2|0|1|10.31|26747.56818917189
9018|10547|15|2|0|1|1.4118|4925.371872880951
8550|10999|32|2|0|1|0.73|1660.834024101186
8936|11208|40|2|0|1|3.46|26891.61979753213
9003|11220|15|2|0|1|1.81|10996.780181509303
9004|11220|87|2|0|0|2.02|12510.81750093448
8771|11395|17|1|0|1|5.2841|15274.255076226447
8769|11395|59|1|0|1|4.567|10940.935988608215
8770|11395|59|2|0|1|4.567|28085.461115495957
8640|11536|32|2|0|1|1.26|7492.014073912902
9402|11559|17|1|0|1|0.43|2580.5971430902227
9173|11587|9|2|0|0|7.9236|10934.284093684864
9172|11587|59|2|0|1|3.0067|6212.349660796503
9546|12086|87|1|0|0|3.1242|14999.513329526586
9184|12136|59|2|0|1|0.0238|9153.874109547683
8661|12574|32|2|0|1|1.6552|9295.241286365534
8837|12592|59|1|0|1|0.0833|265.01493064274166
9434|12622|17|2|0|1|1.31|5371.510770305235
9043|12869|87|2|0|0|3.9|17930.085289687464
9044|12869|94|2|0|0|3.0351|12239.723166446827
9589|12930|40|1|0|1|0.8749|2820.7278175923416
9389|12970|17|1|0|1|0.5989|3387.48710541356
9506|13040|9|2|0|0|2.96|18707.323070082635
8967|13054|15|2|0|1|1.951|9761.54983377372
8968|13054|59|2|0|1|0.7555666666666667|6473.196839809331
8969|13054|81|2|0|1|1.3815|8025.556491740292
8993|13154|15|2|0|1|2.67|11940.630461198954
9303|13199|68|1|0|0|0.212|1926.0733595431236
8688|13303|32|2|0|1|0.8186|5307.895085046209
8622|13313|17|2|0|1|1.85|6349.9583444725085
8621|13313|32|2|0|1|4.5686|14301.362196741366
9529|13333|94|2|0|0|1.4597|8174.691309313064
8564|13439|32|2|0|1|1.3984|3428.353183121443
9345|13450|17|1|0|1|1.17|3366.552123072519
9599|13488|15|1|0|1|0.163|404.9550888057782
9424|13581|17|1|0|1|1.76|9747.101939685945
9120|13708|52|2|0|1|1.13|6494.330106984059
8849|13733|59|1|0|1|1.9584|4537.404748315159
9137|13751|52|2|0|1|4.83|26512.73259116195
9153|13822|59|2|0|1|0.42|2546.597389534941
9543|13847|87|1|0|0|0.9759|8054.5809017096835
8660|13871|17|1|0|1|1.4984|3796.6184745375517
8657|13871|32|2|0|1|1.0534|7711.051805123724
8658|13871|59|1|0|1|1.41|3859.80352491549
8659|13871|68|1|0|0|0.7219|8300.53939698186
9312|13981|68|1|0|0|4.51|13466.399721918975
8586|14470|17|2|0|1|2.7919|17256.503836488282
8584|14470|32|2|0|1|6.1315|60837.20163555015
8585|14470|59|2|0|1|0.7824|7997.481498295192
