9498|439|9|2|0|0|1.08|3724.0091896741205
8923|447|40|2|0|1|0.4694|2429.39763381478
8602|523|32|2|0|1|0.6478|1888.1907814278916
9242|702|59|2|0|1|1.1331|7850.7650912355
8750|797|59|1|0|1|7.5143|11609.382803652037
8751|797|68|1|0|0|2.3854|8736.288135444573
9314|812|68|1|0|0|0.5741|3597.484879295148
8827|917|59|1|0|1|1.2795|3083.8743967541914
8553|966|32|2|0|1|0.6647|1591.805875494125
9465|1022|17|2|0|1|0.4694|3123.9110846360795
9430|1133|17|2|0|1|0.0969|3612.6874073969957
8735|1142|59|1|0|1|0.85|1297.2365259164658
9195|1190|59|2|0|1|2.4615|11122.9897801999
9471|1270|9|2|0|0|2.48|8805.27431927748
9472|1270|94|2|0|0|0.37|1894.7156142671242
8548|1554|32|2|0|1|0.0646|3966.8587479582725
8547|1592|32|2|0|1|3.6637|6433.688454842532
8811|1777|59|1|0|1|0.2944|364.4356906724539
8785|2083|15|2|0|1|2.7954|9481.231045338573
8787|2083|26|2|0|1|8.089|15061.830784683121
8786|2083|52|2|0|1|3.3068|9364.64253419972
8784|2083|59|1|0|1|7.944|8327.344705692798
9178|2360|59|2|0|1|6.2374|25584.444271310924
9290|2486|68|1|0|0|1.3553|9086.618480463518
9508|2584|52|1|0|1|0.9767|3792.0430577661127
9569|2716|26|2|0|1|3.757|18891.002305767408
9160|2821|59|2|0|1|3.1242|16805.134177974815
9536|2874|87|1|0|0|0.12|839.3251316752052
8745|2891|59|1|0|1|0.4741|4279.25771565877
9110|2913|52|2|0|1|1.331|9117.987293223512
8618|2916|17|1|0|1|3.728|4177.296814143231
8616|2916|32|2|0|1|2.26|9418.775047320301
8617|2916|59|2|0|1|1.26|5996.187867689707
9390|3014|17|1|0|1|0.4181|761.9691476629648
8800|3032|59|1|0|1|0.2199|384.48169876520467
9321|3091|81|1|0|1|3.91|16990.46173817433
9304|3316|68|1|0|0|0.6748|1238.4247942534175
8832|3494|59|1|0|1|0.2232|776.7070469380807
8746|3555|59|1|0|1|2.45|12905.826486976473
8951|3643|40|2|0|1|1.2752|9843.950593462887
