439|9|2|0|0|1.08|3351.1843981173442
447|40|2|0|1|0.4694|2175.6558728959994
523|32|2|0|1|0.6478|1762.6651770740102
702|59|2|0|1|1.1331|5076.860569723289
797|59|1|0|1|7.5143|12823.501623220985
797|68|1|0|0|2.3854|8136.114672303281
812|68|1|0|0|0.5741|3207.7731694526315
917|59|1|0|1|1.2795|3201.696278253065
966|32|2|0|1|0.6647|1681.5008884658807
1022|17|2|0|1|0.4694|2758.2424258845786
1133|17|2|0|1|0.0969|943.4035301807369
1142|59|1|0|1|0.85|1286.7727953159754
1190|59|2|0|1|2.4615|11251.80549847089
1270|9|2|0|0|2.48|9173.563451539476
1270|94|2|0|0|0.37|1453.9360153205923
1554|32|2|0|1|0.0646|929.0834418264486
1592|32|2|0|1|3.6637|7091.2732438695975
1777|59|1|0|1|0.2944|398.4277708018713
2083|15|2|0|1|2.7954|9021.581199690716
2083|26|2|0|1|8.089|14530.31411945125
2083|52|2|0|1|3.3068|11693.760787526158
2083|59|1|0|1|7.944|8724.072255710116
2360|59|2|0|1|6.2374|22295.24530735478
2486|68|1|0|0|1.3553|8316.651913238638
2584|52|1|0|1|0.9767|3837.5455944071846
2716|26|2|0|1|3.757|21206.831460615518
2821|59|2|0|1|3.1242|16397.985657423647
2874|87|1|0|0|0.12|665.2487105655935
2891|59|1|0|1|0.4741|4464.442003835742
2913|52|2|0|1|1.331|9207.57494705853
2916|17|1|0|1|3.728|4435.37819963719
2916|32|2|0|1|2.26|8087.855863805243
2916|59|2|0|1|1.26|5356.262374777331
3014|17|1|0|1|0.4181|583.7154651318774
3032|59|1|0|1|0.2199|423.1335654638738
3091|81|1|0|1|3.91|17206.863983890722
3316|68|1|0|0|0.6748|1437.5336823951313
3494|59|1|0|1|0.2232|800.5646103003819
3555|59|1|0|1|2.45|14897.362738444437
3643|40|2|0|1|1.2752|9101.374780231696
3710|59|1|0|1|0.5372|1536.9410235662165
3931|17|1|0|1|1.2231|2630.018661776393
4024|15|2|0|1|0.6622|3044.036728223362
4024|32|2|0|1|21.11|62786.51949087485
4024|40|2|0|1|18.1746|24015.356720914322
4024|52|2|0|1|8.0726|24482.30189786673
4024|59|2|0|1|1.122|6710.257745527388
4024|81|2|0|1|13.86|26284.27803833212
4024|87|2|0|0|11.9238|50240.07331677127
4052|17|2|0|1|4.68|16353.66620984163
4377|9|2|0|0|1.781|5166.882533006336
4926|32|2|0|1|1.18|5856.541651009771
4990|15|2|0|1|1.5077|11513.923498825143
5062|9|2|0|0|0.0267|506.80667251735974
5062|59|2|0|1|0.0531|501.2511690416838
5142|17|2|0|1|0.3247|1632.3324017807336
5142|52|2|0|1|0.7263|3135.3325744019617
5142|59|2|0|1|0.5946|1843.7097559267293
5377|40|2|0|1|1.6499|3945.4552906314407
5380|40|2|0|1|1.28|4402.303140507163
5462|81|1|0|1|0.4257|1920.1941156752487
5498|15|2|0|1|1.1028|6550.177416307847
5498|23|2|0|1|0.91|3598.516358536375
5548|59|2|0|1|0.2809|1834.3317277040637
5638|59|1|0|1|0.49|740.0672478574842
5696|59|1|0|1|7.62|8831.210725536099
5760|40|2|0|1|1.1759|9173.406915673098
5844|26|2|0|1|1.81|11051.875659625211
5897|15|2|0|1|2.1251|13464.459945696704
6132|52|2|0|1|0.11|448.86083458159885
6307|17|1|0|1|1.176|4745.4919420824945
6454|94|2|0|0|4.7932|22522.259033264072
6732|59|1|0|1|0.1649|551.8943984415015
6950|59|2|0|1|0.0304|527.2777367695604
7104|9|2|0|0|0.5047|3264.151592692793
8269|32|2|0|1|1.54|13841.052860041342
8623|26|2|0|1|0.57|3140.468131603497
8690|43|2|0|0|0.5042|2949.356558363999
8954|32|2|0|1|0.76|4086.3751694704038
8982|17|2|0|1|0.6629|3435.249401743176
8986|59|2|0|1|0.3962|1697.288518332554
9006|59|2|0|1|1.43|4296.430671105693
9086|26|2|0|1|0.78|7590.577311613889
9086|52|2|0|1|0.78|5251.401729643289
9158|9|2|0|0|2.06|7685.580715536117
9209|59|2|0|1|0.6762|2974.6386029445057
9270|15|2|0|1|3.3018|18778.09016928274
9270|94|2|0|0|1.1171|7328.680515148149
9474|68|1|0|0|0.146|720.0882118288546
9594|59|1|0|1|0.1325|664.8152909951745
9609|17|1|0|1|0.8|3388.948371756363
9613|55|2|0|1|2.36|12881.92507129107
9925|26|2|0|1|4.8852|21825.60210335274
9944|17|2|0|1|1.911|9834.711885596082
9944|32|2|0|1|0.9|4139.1401237816135
10091|87|1|0|0|0.5145|4036.1806882819014
10117|59|2|0|1|0.406|2652.4299501309206
10133|17|2|0|1|0.9137|3263.1754560277072
10376|9|2|0|0|9.8|24610.16567528968
10376|59|2|0|1|10.31|34234.323256422475
10547|15|2|0|1|1.4118|4752.38308603521
10999|32|2|0|1|0.73|1730.9871622047087
11208|40|2|0|1|3.46|22536.742884738847
11220|15|2|0|1|1.81|12837.399950709143
11220|87|2|0|0|2.02|16729.359669970014
11395|17|1|0|1|5.2841|18580.018993253652
11395|59|1|0|1|4.567|12112.365422179044
11395|59|2|0|1|4.567|27056.96599079784
11536|32|2|0|1|1.26|7072.94907332728
11559|17|1|0|1|0.43|2200.4760893868574
11587|9|2|0|0|7.9236|13991.451572924323
11587|59|2|0|1|3.0067|6664.335744037121
12086|87|1|0|0|3.1242|18916.072977765987
12136|59|2|0|1|0.0238|1110.7519503979534
12574|32|2|0|1|1.6552|10489.16641597095
12592|59|1|0|1|0.0833|324.3106289732655
12622|17|2|0|1|1.31|4582.513426780507
12869|87|2|0|0|3.9|16283.52183893729
12869|94|2|0|0|3.0351|9793.04563580161
12930|40|1|0|1|0.8749|2648.6710483012507
12970|17|1|0|1|0.5989|3696.9020246277214
13040|9|2|0|0|2.96|18118.93423859505
13054|15|2|0|1|1.951|7678.868038902678
13054|59|2|0|1|0.7555666666666667|4600.396581313488
13054|81|2|0|1|1.3815|5412.949992223114
13154|15|2|0|1|2.67|13712.013196655304
13199|68|1|0|0|0.212|2105.5190321239243
13303|32|2|0|1|0.8186|5408.255237358115
13313|17|2|0|1|1.85|7907.232560932707
13313|32|2|0|1|4.5686|19466.983935604232
13333|94|2|0|0|1.4597|8669.767240989277
13439|32|2|0|1|1.3984|4008.1808855338854
13450|17|1|0|1|1.17|4512.112492577005
13488|15|1|0|1|0.163|581.6715293077242
13581|17|1|0|1|1.76|7543.467949442137
13708|52|2|0|1|1.13|6421.165527481414
13733|59|1|0|1|1.9584|4672.116217237453
13751|52|2|0|1|4.83|25792.200359497216
13822|59|2|0|1|0.42|2462.1796376591537
13847|87|1|0|0|0.9759|3213.1821966008943
13871|17|1|0|1|1.4984|3572.391211185387
13871|32|2|0|1|1.0534|8383.959554028559
13871|59|1|0|1|1.41|3652.117777391011
13871|68|1|0|0|0.7219|8555.665779501533
13981|68|1|0|0|4.51|13791.627350743249
14470|17|2|0|1|2.7919|16068.88555497427
14470|32|2|0|1|6.1315|54829.560328085594
14470|59|2|0|1|0.7824|5565.741387643149
14671|17|2|0|1|0.0342|937.6725553848015
14735|26|2|0|1|1.3853|5052.428685259162
14843|43|2|0|0|2.73|13812.40287219937
14843|62|2|0|0|9.6708|44513.03780079382
14843|87|2|0|0|10.7223|76062.86409561992
15071|81|2|0|1|1.61|7636.335650291715
15217|23|2|0|1|2.3316|8447.414374256103
15217|32|2|0|1|2.13|7165.993293012388
15217|87|2|0|0|3.4566|14365.807134606928
15228|81|2|0|1|0.7268|4674.651298146339
15328|59|2|0|1|0.3999|1685.4348954466711
15443|87|1|0|0|0.37|1964.73172960012
15770|32|2|0|1|0.3742|2112.9965534887115
16282|59|2|0|1|0.7494|3425.03655055902
16355|17|2|0|1|0.03|938.1137380612084
16488|32|2|0|1|2.7417|16881.61999521995
16613|94|2|0|0|2.71|8710.575480020365
16692|15|2|0|1|0.7038|2880.871023334813
16692|32|2|0|1|3.7134|8772.821826090472
16692|59|2|0|1|0.7555666666666667|2700.578512921529
16864|32|2|0|1|13.5944|68072.74453964515
16921|40|2|0|1|3.126|17544.50134645391
16975|23|2|0|1|2.27|8397.469294734967
17034|59|1|0|1|0.83|3683.070339487786
17043|23|2|0|1|2.709|9681.1595073901
17068|68|1|0|0|0.3|1926.1580814090237
17183|43|2|0|0|0.6839|3196.4718942705363
17321|9|1|0|0|0.6409|2510.1264540228954
17343|59|2|0|1|0.1866|1534.964519676723
17378|17|1|0|1|0.15|319.17863785988123
17407|59|1|0|1|1.8279|9144.404759245437
17413|81|1|0|1|0.5671|1501.0625550477307
17434|17|1|0|1|0.2711|461.47557018412454
17552|59|1|0|1|0.5619|2780.7980973775125
17552|68|1|0|0|0.7814|2481.221333097562
17818|17|1|0|1|0.2068|352.24619777467547
17977|92|1|0|0|1.3546|15313.58201992374
18082|32|2|0|1|2.6331|16211.153688656108
18094|59|2|0|1|0.1364|686.4817997783679
18103|59|2|0|1|2.2225|6404.983619531371
18139|52|2|0|1|1.5088|6901.359363651926
18158|81|1|0|1|1.85|6291.239661926704
18158|81|2|0|1|1.85|8116.568803116574
18318|81|2|0|1|0.8953|6958.327281760003
18372|32|2|0|1|0.706|9152.888587950649
18408|59|2|0|1|0.502|2125.5303070982477
18410|32|2|0|1|1.03|5151.535302845435
18438|59|2|0|1|4.3138|17683.48187640278
18515|32|2|0|1|0.0799|678.6548048082864
18581|59|2|0|1|0.2045|1239.632331769564
18632|52|1|0|1|8.0|3318.3311716876847
18632|52|2|0|1|8.0|29544.287434707443
18976|32|2|0|1|2.08|13443.174206886379
19067|32|2|0|1|0.19|1350.4410961272729
19067|59|1|0|1|0.525|1445.705820866241
19067|68|1|0|0|1.6312119999999999|7311.055971491751
19179|15|2|0|1|1.956|14951.349482076108
19272|81|1|1|1|1.88|3967.7410650574084
19515|32|2|0|1|5.0139|20595.670667076323
19679|15|2|0|1|3.14|15643.873186376584
19679|32|2|0|1|4.6865|27847.53954866922
19679|52|2|0|1|2.6172|15258.402424038724
19679|81|2|0|1|2.1638|15828.155710404631
19740|17|2|0|1|1.32|5563.810943225257
19740|32|2|0|1|0.39|2102.148949339887
20041|40|2|0|1|2.919|25510.22956494751
20041|59|2|0|1|9.8532|47238.22175920073
20041|65|2|0|1|3.657|34090.00544372331
20082|15|2|0|1|1.47|6047.524915770667
20253|59|2|0|1|0.4484|2069.4781364176115
20693|4|2|1|1|7.175|14266.188116538913
20693|15|2|1|1|5.75|24498.459209520046
20693|26|2|1|1|1.32|5853.283177783692
20693|52|2|1|1|3.23|8161.453401537386
20881|17|1|0|1|0.7|2957.801412858031
20934|59|1|0|1|2.79|3748.786789411888
20943|32|2|0|1|1.41|3704.8509666765594
21119|17|1|0|1|0.259|552.1386425429794
21119|59|1|0|1|0.2074|318.8626606665209
21215|17|1|0|1|0.2345|1010.8051985191992
21394|52|2|0|1|0.342|1955.5761922266645
21481|52|2|0|1|0.2451|986.2068293989504
21798|59|1|0|1|2.0239|5958.532355540818
21807|59|1|0|1|1.0247|4176.707511547149
22092|59|1|0|1|1.2258|4362.407387999712
22294|17|1|0|1|0.4757|2160.4697245802968
22630|59|1|0|1|0.8301|6022.680509396989
22639|40|2|0|1|0.2811|2036.000304640446
22768|59|1|0|1|0.8675|2848.5359285848767
22879|17|1|0|1|1.65|10023.173973412495
22879|87|1|0|0|1.67|12057.022381124516
22976|32|2|0|1|1.8964|10845.332305446891
23093|40|2|0|1|2.8415|16777.66084181346
23093|52|1|0|1|1.1341|1725.4897038053707
23093|52|2|0|1|1.1341|4705.89644769849
23421|17|1|0|1|0.83|1926.3068102240563
23530|32|2|0|1|0.0219|979.7476006799062
